Marca temporal,¿Has tenido alguna empresa que ha fracasado?,Edad:,¿Con qué género te identificas más?,Nivel educativo: ,¿Cuántos años de experiencia laboral tienes?,¿Cuántas empresas has tenido? ,¿Cuántas de ellas siguen activas?,¿Qué tipo de empresa era?,¿Cuántos empleados tuvo? ,¿Cuántos años estuvo activa?,¿En qué estado(s) de la república tenía sus operaciones? ,¿Contaba con operaciones a nivel nacional o internacional?, ¿La empresa tenía un único dueño o varios socios? ,¿Cuál era el ingreso anual promedio de la empresa? (millones de pesos),¿Cómo calificarías los servicios de electricidad que te fueron proporcionados?,¿Sufriste algún tipo de pérdidas debido a la falta de este servicio? ¿Cuáles?,¿Consideras que el sector informal tuvo impacto en el cierre de tu negocio?, ¿Por qué?,¿Los niveles de inseguridad afectaron al desempeño de tu empresa? ,¿Cómo es que afectó a tu empresa?,¿Intentaste exportar o importar algún producto?, ¿Qué dificultades encontraste?,¿Cómo calificarías los trámites administrativos que la ley te pedía mes con mes?,¿Tuviste que contratar algún tipo de asesoría o apoyo para cumplir con todos los trámites anteriores?,¿Qué costo representó para ti mensualmente cumplir con esos trámites?,¿Cómo calificarías la tasa de impuestos que fueron asignados a tu empresa?,¿Tuviste que recurrir a algún tipo de práctica para pagar menos impuestos?,¿Podrías enlistar algunas de ellas?,¿Cuáles fueron los tres trámites más complicados durante la vida de tu empresa?,¿Te pidieron sobornos o realizar algún acto de corrupción durante tus trámites gubernamentales?,¿Aceptaste?,¿Cómo calificarías el proceso de cierre de tu empresa en términos administrativos?,¿Por qué?,¿Qué trámite consideras el más costoso en tiempo y dinero para el cierre de tu empresa?,¿Concluiste con todos los trámites?,¿Qué trámite o procedimiento no has concluido? ¿Por qué?,Indica los programas de gobierno de apoyo a PYMEs que conozcas,¿Cómo te enteraste de estos programas?,¿Has leído alguna de las convocatorias a dichos programas?,¿Consideras que estas convocatorias son accesibles para cualquier empresario?,¿Por qué?,¿Has hecho uso de alguno de estos programas?,¿Cuál programa utilizaste?,¿Cómo calificarías tu experiencia?,¿Tuviste un monitoreo constante por parte de las entidades gubernamentales?  ,¿Consideras que fue efectivo dicho seguimiento?,¿Consideras que los entregables y evidencias presentadas fueron una buena metodología de evaluación?,"Una vez terminado el programa, ¿se te dio algún tipo de seguimiento en los meses/años posteriores?",¿Qué relevancia tuvo este apoyo del gobierno en la muerte de tu empresa? ,¿Recibiste algún tipo de asesoría para participar en las convocatorias de alguno de los programas de gobierno?,¿En qué consistía este tipo de asesoría? ¿Podrías proporcionarnos un costo aproximado?,¿Consideras claro y transparente el proceso de selección de los distintos programas?,¿Fuiste testigo de prácticas corruptas en en el proceso?,¿Consideras que existe algún tipo de favoritismo en la selección de candidatos?,¿Por qué?,¿Encontraste que la oferta de programas del gobierno respondía a las necesidades de tu empresa?,¿Por qué?,¿Qué tipo de apoyo por parte del gobierno consideras que hizo falta para que tu empresa no fracasara?,¿En algún momento fuiste invitado por parte del gobierno a participar en alguna asociación empresarial o clúster?,En el caso de que hayas participado ¿fue de utilidad para tu empresa?,¿Por qué?
9/27/2016 12:25:06,Sí,33,Masculino,Licenciatura,18,8,1,Comercio,20,3,Sinaloa,Nacional,Único dueño,un millón a tres millones,5,Ingresos,No,,Sí,Robos,No,,5,No,,5,No,,"La luz, uso de suelo",Sí,No,3,Complicaciones economicas,Compensaciones,Sí,,Inadem,Conocidos ,Sí,Sí,Son muy fáciles de solicitar,No,,,,,,,,,,Sí,No,No,Aun no e solicitado apoyo,No,No conozco ,Seguridad,No,No aplica,
9/28/2016 0:17:31,Sí,38,Masculino,Licenciatura,14,3,1,Comercio,4,2,Sinaloa,Nacional,Único dueño,medio a un millón,4,Descompostura de equipos eléctricos.,No,,No,,No,,4,No,,5,Sí,Estrategia fiscal ,Declaración de bancarrota ,Sí,No,5,Excesivo papeleo,Finiquito de empleados,Sí,,INADEM,Conocidos ,Sí,No,Van muy dirigidas a sectores específicos.,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Suposición.,No,Programas dirigidos a sectores específicos.,Estímulos fiscales para empresas nuevas.,No,No aplica,
9/28/2016 10:20:35,Sí,30,Masculino,Licenciatura,10,1,1,Construcción,3,1,México,Nacional,Varios socios,cero a medio millón,3,No,No,,No,,No,,5,Sí,,5,Sí,Pagar un auditor de para que bajara la cantidad SHCP,"Cédula de la SAOP edomex
Licitaciones de obra pública
Fianzas",Sí,Sí,1,Porque nunca pude tener una obra por la corrupción,Gastos de representación con los burócratas,Sí,,Pepe y toño,Amigos,Sí,Sí,"Porque mientras se tenga claro el objetivo de la empresa y el plan de negocios, lo demás es burocracia",No,,,,,,,,,,Sí,No,Sí,Siempre lo hay,No,Lo que necesitamos es que se nos de la oportunidad,"Que hubiera un programa o ciertas licitaciones para empresas de reciente creación, ya que la competencia con los grandes consorcios es muy desleal",No,No aplica,
9/28/2016 12:27:19,Sí,44,Masculino,Preparatoria,20,3,2,Comercio,2,3,Yucatán,Nacional,Único dueño,cero a medio millón,2,NO,No,,No,,Sí,"no hay una instancia donde puedan dar una asesoria al respecto, tanto en aranceles como en cuestion de logistica, a menos que contrates agencias aduanales",5,Sí,900,4,Sí,"no contatar personal, tratar de no vender a empresas que pidan mucha factura",solicitar un credito al gobierno,Sí,Sí,2,era empresa pequeña con un empleado,,Sí,,los que anuncian el instituto nacional de emprendedores,internet,Sí,No,por que piden garantias de bienes muebles e inmuebles o la informacion que dan personalmente y asesorias son complicadas,Sí,"un microcredito del gobierno del estado, hace muchos años",5,No,No,No,No,2,No,,No,Sí,Sí,"porque vimos que los conocidos les daban los creditos de mucho mas dinero, lo que se dice tener palancas",No,hace años no habia mucha infoemacion y asesoria,inyeccion de capital e involucrarse con la potencialidad del negocio,No,No aplica,
9/28/2016 14:00:37,Sí,32,Femenino,Maestría,10,8,2,Servicios,5,3,Baja California Norte,Nacional,Varios socios,cero a medio millón,3,"Cortaron la luz porque hubo unos ridículos ajustes en recibos de luz pasados que ya se habían pagado. La justificación de la CFE fue que el medido no ""leyó"" bien ciertos meses. ",No,,No,,No,,5,Sí,1500,5,Sí,"hacer una sociedad civil, retirar utilidades al fin de mes para los socios","Alta de la SC, Disolucion de la SC, declaracion de impuestos.",No,No,5,Muy costoso el cerrar una persona moral. ,disolucion de una persona moral,Sí,,"INADEM, NAFIN",incubadora de negocios,Sí,No,"Mucho tramite, y no son claras las instrucciones. Te piden aval para prestamos",Sí,INADEM aquisicion de equipo de tecnologia,3,No,Sí,Sí,Sí,5,Sí,,No,No,Sí,Corrupcion en general,No,era personal,no hay fue problema de socios,No,No aplica,
10/2/2016 10:34:10,Sí,37,Femenino,Maestría,15,3,1,Servicios,4,1,Sinaloa,Nacional,Varios socios,cero a medio millón,3,es cara la luz comercial,No,,No,,No,,4,Sí,10000,5,Sí,"Pago de nomina en efectivo, no dar de alta al personal en el Seguro Social, meter gastos personales para pagar menos impuestos","Seguro Social, SAT",No,No,5,"Por la liquidación y derechos del personal, no teniamos para pagarles",Pago al personal,Sí,,INADEM ,Internet,Sí,No,"Hay muchos cursos pero el tramite es muy laborioso, o trabajamos o realizamos el proyecto",Sí,Equipo tecnologico para Pymes,4,No,No,No,No,5,Sí,"sin costo directo para mi, se pagan con parte del monto que se da del proyecto",Sí,No,Sí,Los proyectos que se eligen son los mismas empresas amigos de quienes revisan los proyectos,Sí,hay cursos de capacitacion,Apoyo con montos de seguros social  y pago e nomina o capital de trabajo,Sí,Sí,cursos de capacitacion 
10/5/2016 10:00:01,Sí,29,Masculino,Maestría,5,1,0,Servicios,2,1,Chihuahua,Nacional,Único dueño,cero a medio millón,3,No,No,,No,,No,,4,No,,4,No,,SAT,No,No,4,Darse de baja SAT,cancelar contratos ,No,SAT,"INADEM ,CONACYT",E+scuela,Sí,No,Muchas veces no te apoyan si no estas afiliado a una incubadora,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Porque según pienso seleccionan los proyectos mas ambiciosos sin fundamento para crecer,No,Porque no pude concretar el apoyo,Apoyo al emprendedor fase inicial,No,No aplica,
10/7/2016 10:07:48,Sí,35,Femenino,Maestría,11,5,3,Servicios,7,2,Nayarit,Nacional,Varios socios,cero a medio millón,3,Alimentos pedecederos,SÍ,Porque son competencia directa,No,,Sí,Desconfianza y mucha inversion,4,No,,4,Sí,Pedir decuentos,"Pago de inpuestos, servicio de luz electrica y permisos venta acohol",No,No,4,Perdi mucho dinero,Impuestos,Sí,,Recurso a bajo costos INADEM,Internet,Sí,No,Son muy complicadas y poco accesibles,No,,,,,,,,,,No,No,Sí,Porlo mismo que es todo emborroso,Sí,Porque requerimos capital,Capacitacion permanente,No,No,No fui incitado
10/7/2016 15:46:54,Sí,47,Femenino,Licenciatura,22,4,0,Comercio,3,2,Nayarit,Nacional,Único dueño,cero a medio millón,2,Descarga de luz se descompuso la computadora.,SÍ,Por que uno tiene que pagar todos los impuestos y servicios y ellos no pagan nada.,No,,No,,4,Sí,"2,700 .00",4,No,,"Firma electronica, licencia de negocios,  ",No,No,3,El trámite de cierre ante el SAT fue en línea. ,,No,Ante el Ayuntamiento para licencia de negocios.n,Apoyo a do do invertido.,Amigos,No,No,"Por los trámites en linea, son complicados",No,,,,,,,,,,No,No,Sí,No se como se seleccionan.,Sí,Por que soy una Pyme,"No acceso a prestamos, la luz carísima. ",No,No aplica,
10/7/2016 23:43:11,Sí,42,Masculino,Maestría,6,2,1,Comercio,1,2,Nayarit,Nacional,Único dueño,cero a medio millón,5,NO,SÍ,NO PAGAN IMPUESTOS Y ES DIFICIL COMPETIR ASI,Sí,LA INSEGURIDAD PROVOCA CAIDA EN EL COMERCIO,No,,3,No,,5,Sí,"ADMINISTRACION, ESTRATEGIA FISCAL, ESTRATEGIA FINANCIERA",,No,No,1,SOLO ME DI DE BAJA ANTE SAT,"NO EN MI CASO PORQUE ERA PERSONA FISICA, PERO EN PERSONA MORAL OBVIAMENTE PROTOCOLIZAR EL ACTA CONSTITUTIVA",Sí,,INADEM,PIBLICIDAD,Sí,No,SE SATURA LA PLATAFORMA,No,,,,,,,,,,No,No,Sí,ESTAN ETIQUETADOS EN MUCHOS DE LOS CASOS,No,ES DIFICIL ACCESAR,CREDITOS BLANDOS O APOYOS A FONDOS PERDIDOS,No,No aplica,
10/13/2016 13:42:58,Sí,31,Masculino,Licenciatura,10,3,1,Servicios,3,2,Nayarit,Nacional,Único dueño,cero a medio millón,2,Ninguna ,No,,Sí,Las personas no solicitaban el servicio,No,,4,No,,4,No,,Sindicatos ,No,No,3,Por las declaraciones ,Trámites en hacienda,Sí,,Programas de INADEM Y SISTEMA EMPRENDEDOR ,Internet ,Sí,Sí,Solamente hay qué aplicarlos y solicitarlos tal y como se pide,Sí,MIL 2016,2,Sí,Sí,Sí,Sí,3,Sí,El proveedor me asesoró sobre el proceso de la adquisición de la microfranquicia ,Sí,No,No,No pase ningún inconveniente ,Sí,Simplemente es investigar ,Competencia justa ,No,No aplica,
10/13/2016 13:56:21,Sí,25,Masculino,Maestría,2,6,4,Servicios,3,1,Nayarit,Nacional,Único dueño,cero a medio millón,3,No,No,"En mi caso al ser prestador de servicios que requieren calidad, el sector informal no tiene el recurso para generar un mercado asi",Sí,Pocos clientes a causa de la violencia,No,No,2,No,20000,1,Sí,"Cuentas otros nombres, no expedir factura.","Permisos, impuestos, verificaciones",Sí,No,2,No tuvo gran problema,,Sí,,"Nafinsa, inadem, fonaes, conacyt, ",Recomendados,Sí,No,Demasiadas trabas,Apliqué pero no fui seleccionado,,,,,,,,,,Sí,No,Sí,Asi funcióna el sistema,No,Estan enfocados a sus propios proveedores,Permisos tardados ,Sí,Sí,Apoyo y contactos
10/13/2016 13:58:37,Sí,56,Femenino,Licenciatura,30,1,0,Comercio,5,5,Nayarit,Nacional,Varios socios,cero a medio millón,4,No,No,,No,,No,,5,No,,3,No,,Permisos  ,No,No,2,Por los trámites admvos,Hacienda,Sí,,Apoyo a jovenes,Televisión y radio,No,No,Porque a veces aplican pero no qquedan,No,,,,,,,,,,No,No,No,No se,Sí,Porque pueden acceder lis jovenes,Ninguno,No,No aplica,No hice uso
10/13/2016 14:25:28,Sí,40,Otro,Maestría,23,1,0,Comercio,12,2,Nayarit,Nacional,Único dueño,cero a medio millón,1,No,SÍ,Remodelación de calles que impedían el acceso a mi negocio,No,,No,,1,No,,2,No,,"Permiso de negocio, hacienda y seguridad",No,No,1,Sólo era un registro de entradas,Inventario,Sí,,Ninguno,No tengo datos,No,Sí,Pueden agilizar procedimiento,No,,,,,,,,,,Sí,No,No,Me imagino que es al que necesite mas,No,"No era necesario invertir tanto, era más administración",Ninguno,No,No aplica,
10/13/2016 17:21:41,Sí,32,Masculino,Licenciatura,14,2,1,Comercio,2,1,Nayarit,Nacional,Varios socios,cero a medio millón,1,No,No,,No,,No,,3,No,,1,No,,"Apertura, marca, facturación",No,No,1,Sólo cerre,,No,,INADEM ,Internet,No,No,"Muchas solicitudes, pocos beneficiario",No,,,,,,,,,,No,No,No,No lo se,No,Mucha burocracia,Financiamiento,No,No aplica,
10/14/2016 11:11:22,Sí,42,Masculino,Maestría,17,2,0,Comercio,1,2,Nayarit,Nacional,Único dueño,cero a medio millón,5,No,SÍ,No pagan impuestos y por ende tienen mejor costo,Sí,Migración de personas y cierre de empresas,No,,3,No,100,2,No,,Licencia de funcionamiento,No,No,2,Sólo di baja ante sat,,Sí,,Convocatoria 2.3 inadem,Publicidad,Sí,No,Complicadas y saturadas,No,,,,,,,,,,No,No,Sí,Comentarios de personas que los manejan,Sí,Apoyo económico,Apoyo económico y simplificación administrativa,No,No aplica,
10/15/2016 15:41:58,Sí,22,Masculino,Licenciatura,1,2,1,Industrial,1,1,Baja California Norte,Nacional,Único dueño,cero a medio millón,1,no,No,,No,,No,Los impuestos eran altos y la formalizacion no me ayudaba,3,Sí,1160,2,Sí,meter mas deducibles,alta en el gobierno del estado,No,No,1,no era una empresa grande,como no era una Sociedad no tuve muchos problemas,Sí,,INADEM - Fondo frontera,Incubadora,Sí,Sí,los requisitos no son muchos,Apliqué pero no fui seleccionado,,,,,,,,,,No,Sí,Sí,"Habia personas que aplicaban y al momento se les aprovaba en cambio, con otras personas nunca les contestaban o confirmaban nada",No,Porque queria un fondo para salarios,apoyo para pago de desarrolladores,Sí,Sí,
10/15/2016 19:19:36,Sí,52,Masculino,Maestría,32,6,1,Servicios,33,21,Chiapas,Nacional,Varios socios,tres millones o más,3,paro en la produccion,SÍ,competencia desigual,No,,Sí,tramites hacendarios aduanales y demora,4,Sí,2.500,5,No,,"revisiones administrativas, hacienda IMSS sec del trabajo",No,No,5,largos y complicados,hacienda,No,,prestamos,asesores,Sí,No,algunos requisitos son muy estrictos,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,complicidad y corrupcion,No,inversion de tiempo en tramites sin garantia de obtencion,flexibilidad tributaria,Sí,No,resultados nulos
10/16/2016 16:26:29,Sí,26,Masculino,Maestría,5,3,2,Servicios,2,2,Baja California Norte,Nacional,Varios socios,cero a medio millón,1,No,No,,No,,No,,3,No,,1,No,,,No,No,1,Común acuerdo,,Sí,,INADEM ,Internet,Sí,Sí,Son sencillas pero largas,No,,,,,,,,,,Sí,No,No,Creo que esta bien reglamentada,Sí,Son apoyos suficientes,No aplica,No,No aplica,
10/16/2016 18:39:20,Sí,33,Femenino,Maestría,13,2,1,Servicios,3,3,Baja California Norte,Nacional,Único dueño,cero a medio millón,1,Ninguna,No,,No,,No,,3,No,,1,No,,IMSS ,No,No,1,Sólo cerré ,,Sí,,Ninguno,Radio,No,No,Se que debes tener mínimo 1 año de operaciones ,No,,,,,,,,,,No,Sí,Sí,Lo han comentado,No,Me piden tener 1 año de operaciones y no lo tengo,Créditos ,No,No aplica,
10/17/2016 7:56:27,Sí,37,Femenino,Maestría,14,2,0,Comercio,2,3,Puebla,Nacional,Único dueño,cero a medio millón,1,No,No,,Sí,Tuve que trabajar a puerta cerrada por robos en la colonia y en otro negocio me intentaron asaltar y me hicieron un fraude ,Sí,Ninguna,4,Sí,300,5,Sí,Incluir mis compras personales,"Registro de marcas y patentes, impuestos ",No,No,3,Pocos trámites y empleados ,Marcas y patentes ,Sí,,"Fonaes secundarios economía a través de  inadem Instituto pyme incubadoras sofomes premio Santander, créditos bancarios Ángeles impresionistas crowdfunding",Buscando en Internet ayuda a mipymes,Sí,No,"Edad, papeleo tiempo",Apliqué pero no fui seleccionado,,,,,,,,,,No,No,No,No concluí el proceso ,No,No hay apoyos para invertir en publicidad o mano de obra,Mala atención y asesoría en el Impi,Sí,No,No gané nada sólo invertir tiempo en exponer mis ideas
10/17/2016 10:10:39,Sí,36,Masculino,Licenciatura,20,2,0,Comercio,2,1,Baja California Sur,Nacional,Único dueño,cero a medio millón,4,MATERIA PRIMA,SÍ,COMPETENCIA,Sí,Desconfianza ,No,NO,5,Sí,750,5,No,,ALTA SAT,No,No,5,TRAMITES,ALTA SAT PERMISO SS,No,,NO,NO,No,No,NO,No,,,,,,,,,,No,No,No,NO,No,,,No,No,
10/17/2016 10:50:49,Sí,22,Masculino,Licenciatura,3,1,0,Comercio,6,1,Baja California Sur,Nacional,Varios socios,cero a medio millón,3,No,No,,No,,No,,2,No,,4,No,,"Pago de impuesto, registro de empresa, calculo de prestaciones",No,No,2,Sólo mucho papeleo pero sencillo,Separación de sociedad ,Sí,,"Fondo nacional emprendedor, crédito joven",Internet y cursos,Sí,Sí,Son muy sencillas y digeribles,No,,,,,,,,,,Sí,No,Sí,Gente conocida a las personas que valúan los proyectos podrían alterar números ,Sí,Existen convocatorias para todos,Asesoría gerencial ,No,No aplica,
10/17/2016 11:03:43,Sí,31,Masculino,Maestría,10,3,2,Comercio,0,1,Baja California Sur,Nacional,Único dueño,cero a medio millón,2,ninguna,No,,No,,Sí,los costos,5,No,,4,No,,"hacienda, solicitar inadem, tramites en ayuntamiento",No,No,1,por el tamaño,,Sí,,INADEM ,Internet,Sí,No,aun que cumplas ncon lo que te piden no son flexibles y es casi obligatorio contratar a un particular que te cobra hasta 50 mil pesos por hacerte el proyecto y ademas pagas un porcentaje si es que te dan el apoyo,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,por que no hay transparencia en el proceso de selección,Sí,por el giro,apoyos mas flexibles,No,No aplica,
10/17/2016 16:33:51,Sí,31,Femenino,Licenciatura,6,2,1,Comercio,1,1,Baja California Norte,Nacional,Único dueño,cero a medio millón,4,Alimentos descongelados.,SÍ,"El llegar a acuerdos apalabrados, sin comprobantes legales propició la falta de cumplimiento en pagos y consecuentemente perdidas.",No,,No,,5,Sí,400,5,Sí,Postergar la alta en hacienda hasta la primera advertencia por los auditores.,"Alta de servicios como gas, luz, agua. Alta en hacienda. ",No,No,3,"Al final senti que tenia que rogar por la devolución de depositos de los servicios y local rentado, cuando por ley corresponde la devolución al cumplir los plazos.","Entregar el local rentado, mover las herramientas de trabajo y electrodomesticos a un area de almacenamiento.",Sí,,INADEM,Amigos,Sí,Sí,"Te dan toda la información en internet, tambien asesorías mediante CANACO",Apliqué pero no fui seleccionado,,,,,,,,,,Sí,No,No,"Los evaluadores no conocen a los candidatos personalmente como para crear favoritismos, en todo caso sería en base a la idea presentada.",Sí,Venia muy bien explicado al aplicar en la convocatoria.,Asesoria legal.,No,No aplica,
10/19/2016 11:35:10,Sí,25,Masculino,Licenciatura,5,3,1,Comercio,5,1,"Ciudad de México, México",Nacional,Único dueño,cero a medio millón,3,no,SÍ,si ya que este puede alcanzar mas beneficios por su informalidad que un negocio o que busca contribuir lo justo al país,Sí,"La seguridad pública es pésima, porque para reportar un asalto no llegan inmediatamente y ademas para levantar un acta es sumamente tedioso.",No,,5,Sí,500,4,No,,"Permisos en el municipio
Dar de alta la empresa en el SAT
Registro del Nombre de mi empresa",Sí,Sí,3,"No fue del tanto dificil, sin embargo cumplir con los términos que solicita la Ley es mas burocratico de lo que Yo pensaba",,Sí,,Convocatorias de INADEM,Internet,Sí,No,"No todos pueden cumplir con los requisitos, ademas que las personas que buscan el apoyo desconocen todos los requisitos.",Apliqué pero no fui seleccionado,,,,,,,,,,No,Sí,Sí,Si tienes conocidos o si existe alguna institución que te apoye para hacer el tramite.,No,La mayoría de los apoyos buenos son para empresas o proyectos innovadores y de base tecnologica,facilidades fiscales o créditos mas accesibles,No,No aplica,
10/19/2016 11:49:43,Sí,42,Masculino,Licenciatura,25,2,0,Servicios,5,2,México,Nacional,Único dueño,cero a medio millón,5,Perdida de ventas,No,,Sí,Falta de seguridad a los alrededores,No,,5,Sí,4000,4,No,,"Permiso de funcionamiento, proteccion civil",Sí,Sí,3,Por que simplemente se perdio todo,Proteccion civil,Sí,,INADEM ,Publicidad,Sí,No,Por mi edad,No,,,,,,,,,,No,No,No,No tengo bases para opinar,No,Poco claras y enredadas,Mayor seguridad,No,No aplica,
10/19/2016 12:17:48,Sí,27,Masculino,Licenciatura,5,3,0,Servicios,3,2,Michoacán,Nacional,Único dueño,cero a medio millón,2,En mi primer negocio (paleteria) Hubo dos descargas y por no reportarlas a tiempo perdí el producto. No hubo ningún apoyo por no reportar a tiempo.,SÍ,En el segundo (vasolotes) si influyo que tenía tres competidores informales que me rodeaban.,No,,No,,2,Sí,200,2,No,,Protección civil,No,No,2,"Al ser un solo dueño, solo cerré.",,No,cambio de régimen fiscal,"Sifinancia, INADEM, Bancarios, ",Conferencias,Sí,No,Es complicado obtenerlos.,Apliqué pero no fui seleccionado,,,,,,,,,,Sí,No,Sí,Por influencias,No,-,Capacitación integral.,No,No aplica,
10/19/2016 12:20:18,Sí,36,Masculino,Licenciatura,20,2,1,Servicios,5,1,Puebla,Nacional,Varios socios,cero a medio millón,1,No,No,,No,,No,,5,No,,5,No,,"Permisos, licencias servicios",Sí,Sí,5,Problemas con socios,Baja en Hacienda ,Sí,,"Incubadoras, préstamos ",Trabajé en gobierno ,Sí,No,Corrupcion ,No,,,,,,,,,,No,Sí,Sí,Corrupcion ,Sí,Todos necesitamos recursos económicos ,Asesoría y apoyo económico ,Sí,No,Corrupcion 
10/19/2016 17:07:19,Sí,37,Masculino,Doctorado,15,7,2,Servicios,40,9,Guanajuato,Nacional,Único dueño,un millón a tres millones,3,ninguna,SÍ,Imitaciones más económicas,Sí,Robaron mi banco de datos,Sí,mucho trámite y no hay bancomext en mi localidad,5,Sí,900,5,Sí,"evadi, no expedia ni pedia facturas",pago de impuestos y bajar recursos de gobierno,No,No,4,fue la causante de mi cierre,el que haces en el SAT,Sí,,INADEM,Redes sociales,Sí,Sí,Por que la mayoria tiene acceso a internet,Sí,INDESOL,3,Sí,Sí,Sí,No,5,No,,No,Sí,Sí,Por que unos proyectos muy simples y sin chiste fueron aprobados,No,Faltan expertos consultores que sepan realmente de lo que vive una empresa y sus problemas,programas de financiamiento y capital semilla,No,No aplica,
10/19/2016 22:27:57,Sí,58,Masculino,Maestría,41,5,3,Industrial,5,4,Baja California Norte,Nacional,Varios socios,cero a medio millón,3,Si. Paro de labores,SÍ,Precios no competitivos,No,,Sí,Ninguma,3,Sí,6000,4,No,,"Registro de Hacienda, registro en el estado ",No,No,4,Numero de tramites,Liquidacion,Sí,,"Préstamos blandos, capacitacion",Pláticas de sedeco,Sí,No,Algunas son complixadas,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Los proyectos que si fueron apoyados no cumplían los requisitos,No,"Los
Montos de los préstamos no son suficientes","Formalizar a los infor
Ales",No,No aplica,
10/20/2016 7:53:00,Sí,40,Femenino,Licenciatura,20,3,1,Servicios,5,5,Ciudad de México,Nacional,Varios socios,cero a medio millón,2,No,SÍ,Freelance que cobran barato porque no tienen gastos de operacion ,Sí,Robo total de computadoras,No,,3,Sí,3000,5,Sí,Deducir compras que no correspondian al negocio,"Cierre de empresa imposible, imss, licencias ",No,No,5,No puedes cerrarla y sigues declarando en ceros eternamente,Auditoria despues de 4.5 años despues de haberla cerrado,Sí,Sigue declarando ceros mes con mes despues de 7 años,INADEM ,Congresos,Sí,No,Siempre te piden un bien inmueble para darte un prestamo ,Apliqué pero no fui seleccionado,,,,,,,,,,Sí,No,No,Porque son claros en sus requisitos,No,No habia en mi area ,"Yo quebre por la delincuencia por la inseguridad general en el pais, no hubo justicia porque no se avanzo en la investigacion y por tanto tramite yo lo deje",No,No aplica,Solo si uno busca estas asociaciones por cuenta propia 
10/20/2016 17:16:43,Sí,43,Masculino,Licenciatura,24,2,0,Comercio,6,2,Durango,Nacional,Único dueño,cero a medio millón,3,no,No,,Sí,Robo de camiones que transportaban mercancía en la autopista,No,,4,Sí,3500,5,No,,"Constitución legal, sacar el rfc, darla de baja",No,No,5,Mi socio murio y el tramite sin su firma es imposible,,No,,INADEM ,Radio,No,No,la convocatoria no se entiende,No,,,,,,,,,,No,No,Sí,es obvio,No,nunca he buscado apoyos de gobierno,acceso a credito,No,No aplica,
10/20/2016 17:27:07,Sí,51,Femenino,Preparatoria,30,4,1,Servicios,10,6,Hidalgo,Nacional,Varios socios,medio a un millón,3,"Sin electricidad no es posible dar todos los tratamientos de un spa, que era mi negocio",No,,No,,No,,4,Sí,1000,4,No,,"uso de suelo, solicutar credito bancario, sacar rfc",Sí,Sí,4,"Muy tardado, 2 años",Arreglar toda la situación fiscal de lo que debiamos para que nos dejaran cerrar,Sí,,MujerPyme,Televisión ,No,No,No todos saben usar el internet,No,,,,,,,,,,No,No,Sí,Porque hay persona que reciben dinero del gobierno para hacer una incubadora y no tienen ni experiencia laboral,No,No me ayudaron,Acceso a crédito para rentar un local,Sí,No,La asociación de mujeres empresarias tampoco me ayudó
10/20/2016 17:36:29,Sí,30,Femenino,Licenciatura,7,1,0,Comercio,3,1,Tamaulipas,Internacional,Varios socios,medio a un millón,4,No,SÍ,Ellos podían importar ilegalmente productos que nosotros no,Sí,"Todos los que pudieron huyeron ante la ola de inseguridad, incluso los transportistas redujeron el numero de rutas al día. Todo se volvió más lento e inestable hasta que nos mató.",Sí,"Tramites imposibles sin abogados, hay que arreglarse con las aduanas para que te ayuden",5,Sí,7000,3,Sí,Gastar al mismo ritmo que entra el dinero,Permisos de importación y exportación de verduras y frutas. ,Sí,Sí,5,No se ha concretado,No hemos podido empezar el tramite por no lograr hacer la asamblea de socios. Uno de los socios está fuera del país.,No,No hemos empezado,INADEM ,Amigos,No,Sí,están en internet,No,,,,,,,,,,Sí,No,No,Desconozco el proceso,No,Los tramites no nos ayudaban,Simplificar trámites y sobre todo seguridad en el estado y condiciones para trabajar en paz,Sí,No aplica,No participré
10/20/2016 17:44:01,Sí,46,Masculino,Licenciatura,25,5,2,Comercio,7,3,"Coahuila, Chihuahua, Durango",Nacional,Varios socios,medio a un millón,2,no,No,,Sí,Perdidas por robos a choferes repartidores,No,,4,Sí,30.000,4,Sí,Empleados fuera de nómina,Baja del SAT / Denuncia penal por accidente automóvilístico de chofer / Licitaciones,Sí,Sí,4,Tedioso,Todo el tramite es lento,Sí,,ninguno,-,No,No,yo no sabía de ellas,No,,,,,,,,,,No,No,No,-,No,El gobierno era más un obstáculo que una ayuda,"Educación, aprender a diversificarme y adaptarme a los cambios del mercado",No,No aplica,
